b1,b2,a1,a2,a6,qf1_01,qf1_02,qf1_03,qf1_04,qf1_05,qf1_06,qf1_07,qf1_08,qf1_09,qf1_10,qf1_11,qf1_12,qf4_01,qf4_05,qf4_06,l1,k1,e2c,e7,e9a,e9b,e1c,e2a,e2e
64,Female,East,Kirehe,Rural,No,No,No,No,No,No,No,No,No,No,No,Yes,,,,No,No,Sometimes,On a monthly basis,Remained the same,No,Have control over my financial Situation,No,Seldom
22,Female,West,Nyabihu,Rural,No,No,No,No,No,No,No,No,Yes,Yes,No,No,,,,Yes,No,Sometimes,Someties (more than 2 months past 2 months),Remained the same,Yes,Have scarce control over my financial situation,Yes,None of them
76,Male,North,Musanze,Rural,No,No,No,No,No,Yes,No,No,Yes,No,No,No,,,Yes,No,No,Sometimes,On a monthly basis,Worsened,No,"Yes, have a lot of control over my financial situation",No,Some of them
65,Female,West,Rubavu,Rural,No,No,No,No,No,No,No,No,Yes,No,No,No,,,,No,No,Do not save,On a monthly basis,Worsened,No,Have no control over my financial situation,No,None of them
18,Male,East,Kayonza,Urban,No,No,No,No,No,No,No,No,No,No,No,Yes,,,,No,No,Do not save,Someties (more than 2 months past 2 months),Improved,No,Have no control over my financial situation,No,None of them
41,Female,West,Nyabihu,Rural,No,No,No,No,No,No,No,No,No,No,No,Yes,,,,No,No,Do not save,On a monthly basis,Remained the same,No,Have scarce control over my financial situation,Yes,None of them
20,Female,South,Nyanza,Urban,No,No,No,No,No,No,No,No,No,No,No,Yes,,,,No,No,Do not save,On a monthly basis,Remained the same,No,Have scarce control over my financial situation,Yes,None of them
16,Female,North,Gakenke,Rural,No,No,No,No,No,No,No,No,No,No,No,Yes,,,,No,No,Do not save,On a monthly basis,Remained the same,No,Have no control over my financial situation,Yes,None of them
71,Male,North,Gakenke,Rural,No,No,No,No,No,No,No,No,No,No,No,Yes,,,,No,No,Sometimes,Rarely (less than 2 months),Remained the same,No,Have some control over my financial Situation,Yes,"Yes, most of them"
51,Male,South,Huye,Urban,No,No,No,No,No,No,No,No,No,Yes,No,No,,,,Yes,Yes,Sometimes,On a monthly basis,Improved,Yes,"Yes, have a lot of control over my financial situation",No,Some of them
35,Female,East,Ngoma,Rural,No,No,No,No,No,No,No,No,No,Yes,No,No,,,,Yes,No,Do not save,On a monthly basis,Worsened,No,Have control over my financial Situation,No,None of them
33,Male,North,Gakenke,Rural,No,No,No,No,No,Yes,No,No,No,Yes,No,No,,,Yes,Yes,Yes,Sometimes,Someties (more than 2 months past 2 months),Improved,No,"Yes, have a lot of control over my financial situation",Yes,Some of them
27,Female,East,Kayonza,Rural,No,No,No,No,No,No,No,No,No,Yes,No,No,,,,Yes,No,Sometimes,Someties (more than 2 months past 2 months),Improved,No,Have scarce control over my financial situation,Yes,Seldom
73,Female,West,Rubavu,Urban,No,No,No,No,No,No,No,No,No,No,No,Yes,,,,No,No,Do not save,Someties (more than 2 months past 2 months),Worsened,No,"Yes, have a lot of control over my financial situation",No,None of them
69,Female,West,Nyamasheke,Rural,No,No,No,No,No,Yes,No,No,No,Yes,No,No,,,Yes,No,No,Always,Rarely (less than 2 months),Remained the same,Yes,"Yes, have a lot of control over my financial situation",Yes,Yes all
74,Female,East,Kirehe,Rural,No,No,No,No,No,No,No,No,No,Yes,Yes,No,,,,Yes,No,Always,On a monthly basis,Remained the same,No,"Yes, have a lot of control over my financial situation",No,Seldom
65,Female,South,Muhanga,Rural,No,No,No,No,No,No,No,No,No,Yes,No,No,,,,Yes,No,Do not save,Someties (more than 2 months past 2 months),Remained the same,Yes,"Yes, have a lot of control over my financial situation",No,None of them
28,Female,South,Gisagara,Rural,No,No,No,No,No,Yes,No,No,No,No,No,No,,,Yes,No,No,Do not save,On a monthly basis,Worsened,No,"Yes, have a lot of control over my financial situation",No,None of them
41,Male,South,Huye,Rural,No,No,No,No,No,No,No,No,No,No,No,Yes,,,,No,No,Do not save,On a monthly basis,Remained the same,No,"Yes, have a lot of control over my financial situation",Yes,None of them
30,Female,North,Gakenke,Rural,No,No,No,No,Yes,No,No,No,No,Yes,No,No,,Yes,,Yes,No,Sometimes,Never,Remained the same,No,"Yes, have a lot of control over my financial situation",Yes,Seldom
53,Male,Kigali,Nyarugenge,Rural,No,No,No,No,No,Yes,No,No,No,Yes,Yes,No,,,Yes,Yes,No,Sometimes,On a monthly basis,Improved,No,"Yes, have a lot of control over my financial situation",No,Some of them
40,Female,West,Karongi,Rural,No,No,No,No,No,No,No,No,No,Yes,No,No,,,,Yes,No,Sometimes,Someties (more than 2 months past 2 months),Worsened,Yes,"Yes, have a lot of control over my financial situation",Yes,Some of them
68,Female,North,Gicumbi,Rural,No,No,No,No,No,No,No,No,No,No,Yes,No,,,,Yes,No,Do not save,On a monthly basis,Worsened,No,Have scarce control over my financial situation,No,None of them
43,Male,North,Gicumbi,Rural,No,No,No,No,Yes,No,No,No,Yes,Yes,No,No,,Yes,,Yes,No,Always,Someties (more than 2 months past 2 months),Improved,No,"Yes, have a lot of control over my financial situation",No,"Yes, most of them"
21,Female,South,Nyaruguru,Urban,No,No,No,No,No,No,No,No,No,No,No,Yes,,,,No,No,Do not save,On a monthly basis,Worsened,No,Have control over my financial Situation,No,Seldom
69,Male,East,Kirehe,Rural,No,No,No,No,Yes,Yes,No,No,No,No,No,No,,Yes,Yes,No,No,Always,Never,Worsened,No,"Yes, have a lot of control over my financial situation",Yes,Yes all
74,Male,North,Gakenke,Rural,No,No,No,No,No,No,No,No,No,No,No,Yes,,,,No,No,Do not save,On a monthly basis,Worsened,No,"Yes, have a lot of control over my financial situation",Yes,Some of them
74,Female,East,Kirehe,Rural,No,No,No,No,No,No,No,No,No,No,Yes,No,,,,Yes,No,Sometimes,Someties (more than 2 months past 2 months),Remained the same,Yes,Have control over my financial Situation,Yes,Seldom
33,Male,East,Kirehe,Rural,No,No,No,No,No,No,No,No,No,No,No,Yes,,,,Yes,No,Always,Someties (more than 2 months past 2 months),Worsened,No,"Yes, have a lot of control over my financial situation",No,Seldom
16,Female,West,Nyabihu,Rural,No,No,No,No,No,No,No,No,No,No,No,Yes,,,,No,No,Do not save,Never,Worsened,No,Have no control over my financial situation,No,None of them
69,Female,East,Ngoma,Rural,No,No,No,No,No,Yes,No,No,No,Yes,No,No,,,Yes,Yes,No,Sometimes,On a monthly basis,Worsened,No,"Yes, have a lot of control over my financial situation",No,Seldom
58,Female,West,Rusizi,Rural,No,No,No,No,No,Yes,No,No,Yes,Yes,No,No,,,No,Yes,No,Sometimes,On a monthly basis,Remained the same,No,"Yes, have a lot of control over my financial situation",No,None of them
47,Female,South,Nyanza,Urban,No,No,No,No,No,No,No,No,No,No,No,Yes,,,,No,No,Do not save,On a monthly basis,Worsened,No,"Yes, have a lot of control over my financial situation",No,Seldom
70,Female,West,Rusizi,Rural,No,No,No,No,No,Yes,No,No,No,No,No,No,,,Yes,No,No,Do not save,On a monthly basis,Worsened,No,"Yes, have a lot of control over my financial situation",No,Some of them
50,Female,West,Rutsiro,Rural,No,No,No,No,No,Yes,No,No,No,No,Yes,No,,,No,No,No,Sometimes,On a monthly basis,Worsened,No,"Yes, have a lot of control over my financial situation",No,None of them
42,Female,West,Karongi,Urban,No,No,No,No,No,Yes,No,No,No,No,No,No,,,Yes,No,No,Do not save,Never,Worsened,No,"Yes, have a lot of control over my financial situation",No,None of them
24,Male,South,Muhanga,Urban,No,No,No,No,No,Yes,No,No,No,No,No,No,,,No,No,No,Sometimes,On a monthly basis,Remained the same,No,Have control over my financial Situation,Yes,None of them
68,Female,East,Ngoma,Urban,No,No,No,No,No,No,No,No,No,No,No,Yes,,,,No,No,Sometimes,Never,Remained the same,No,"Yes, have a lot of control over my financial situation",No,None of them
49,Female,North,Gicumbi,Rural,No,No,No,No,No,Yes,No,No,No,Yes,No,No,,,No,Yes,No,Sometimes,On a monthly basis,Remained the same,No,"Yes, have a lot of control over my financial situation",No,None of them
42,Male,South,Nyaruguru,Urban,No,No,No,No,No,No,No,No,No,No,No,Yes,,,,No,No,Do not save,On a monthly basis,Remained the same,No,Have control over my financial Situation,No,None of them
75,Female,South,Gisagara,Rural,No,No,No,No,No,Yes,No,No,No,Yes,No,No,,,No,No,No,Sometimes,On a monthly basis,Worsened,No,"Yes, have a lot of control over my financial situation",Yes,None of them
51,Female,Kigali,Nyarugenge,Rural,No,No,No,No,No,Yes,No,No,No,No,No,No,,,Yes,No,No,Do not save,Rarely (less than 2 months),Remained the same,No,Have no control over my financial situation,No,None of them
16,Female,South,Kamonyi,Urban,No,No,No,No,No,No,No,No,No,No,No,Yes,,,,No,No,Sometimes,On a monthly basis,Worsened,No,Have control over my financial Situation,Yes,Seldom
58,Male,East,Ngoma,Urban,No,No,No,No,No,No,No,No,No,No,No,Yes,,,,No,No,Do not save,On a monthly basis,Worsened,No,"Yes, have a lot of control over my financial situation",No,None of them
51,Female,South,Nyanza,Rural,No,No,No,No,No,No,No,No,No,No,No,Yes,,,,No,No,Do not save,On a monthly basis,Improved,No,"Yes, have a lot of control over my financial situation",Yes,Some of them
20,Female,West,Rutsiro,Urban,No,No,No,No,No,No,No,No,No,No,No,Yes,,,,No,No,Do not save,On a monthly basis,Improved,No,"Yes, have a lot of control over my financial situation",No,"Yes, most of them"
16,Male,South,Muhanga,Rural,No,No,No,No,No,No,No,No,No,No,No,Yes,,,,No,No,Do not save,Never,Remained the same,No,Have scarce control over my financial situation,No,None of them
45,Male,East,Ngoma,Urban,No,No,No,No,No,No,No,No,No,No,No,Yes,,,,Yes,No,Do not save,On a monthly basis,Worsened,No,"Yes, have a lot of control over my financial situation",No,"Yes, most of them"
58,Female,South,Huye,Rural,No,No,No,No,No,No,No,No,No,No,No,Yes,,,,No,No,Do not save,On a monthly basis,Worsened,No,"Yes, have a lot of control over my financial situation",Yes,Some of them
85,Male,South,Huye,Urban,No,No,No,No,No,No,No,No,No,No,No,Yes,,,,No,No,Do not save,Never,Remained the same,No,Have no control over my financial situation,No,None of them
71,Male,North,Rulindo,Rural,No,No,No,No,No,Yes,No,No,No,Yes,No,No,,,Yes,Yes,No,Sometimes,Rarely (less than 2 months),Remained the same,No,"Yes, have a lot of control over my financial situation",No,Yes all
54,Female,South,Kamonyi,Rural,No,No,No,No,No,Yes,No,No,No,Yes,No,No,,,Yes,Yes,No,Sometimes,On a monthly basis,Worsened,Yes,"Yes, have a lot of control over my financial situation",No,Some of them
63,Male,South,Huye,Rural,No,No,No,No,No,No,No,No,No,No,No,Yes,,,,No,No,Always,Rarely (less than 2 months),Worsened,No,"Yes, have a lot of control over my financial situation",Yes,None of them
66,Male,East,Kirehe,Rural,No,No,No,No,No,No,No,No,No,No,Yes,No,,,,Yes,No,Always,On a monthly basis,Remained the same,No,Have control over my financial Situation,No,None of them
49,Female,North,Gicumbi,Urban,No,No,No,No,No,Yes,No,No,Yes,No,Yes,No,,,Yes,Yes,No,Sometimes,Rarely (less than 2 months),Improved,No,Have some control over my financial Situation,No,Some of them
40,Female,North,Rulindo,Urban,No,No,No,No,No,Yes,No,No,No,Yes,No,No,,,Yes,Yes,No,Always,On a monthly basis,Worsened,No,"Yes, have a lot of control over my financial situation",No,Some of them
65,Female,East,Kirehe,Urban,No,No,No,No,No,No,No,No,No,Yes,No,No,,,,Yes,No,Sometimes,Someties (more than 2 months past 2 months),Remained the same,No,"Yes, have a lot of control over my financial situation",Yes,"Yes, most of them"
50,Female,South,Nyaruguru,Urban,No,No,No,No,No,No,No,No,No,No,No,Yes,,,,No,No,Do not save,On a monthly basis,Worsened,No,"Yes, have a lot of control over my financial situation",No,Seldom
17,Female,East,Kayonza,Urban,No,No,No,No,No,No,No,No,No,No,No,Yes,,,,No,No,Do not save,Rarely (less than 2 months),Remained the same,No,Have no control over my financial situation,No,None of them
16,Male,East,Nyagatare,Rural,No,No,No,No,No,No,No,No,No,No,No,Yes,,,,No,No,Do not save,Never,Remained the same,No,Have no control over my financial situation,No,None of them
85,Male,East,Bugesera,Rural,No,No,No,No,No,No,No,No,No,No,No,Yes,,,,No,No,Sometimes,Rarely (less than 2 months),Remained the same,No,"Yes, have a lot of control over my financial situation",Yes,None of them
16,Female,West,Karongi,Rural,No,No,No,No,No,No,No,No,No,No,No,Yes,,,,No,No,Do not save,Never,Worsened,No,Have no control over my financial situation,No,Seldom
65,Female,West,Rusizi,Urban,No,No,No,No,No,Yes,No,No,Yes,No,Yes,No,,,No,Yes,No,Sometimes,On a monthly basis,Improved,No,"Yes, have a lot of control over my financial situation",Yes,None of them
50,Female,North,Rulindo,Rural,No,No,No,No,No,Yes,No,No,Yes,Yes,No,No,,,Yes,Yes,No,Always,On a monthly basis,Worsened,No,Have scarce control over my financial situation,No,Some of them
35,Female,Kigali,Kicukiro,Urban,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,,,Yes,Yes,Do not save,Never,Remained the same,No,"Yes, have a lot of control over my financial situation",No,None of them
54,Female,East,Ngoma,Rural,No,No,No,No,No,No,No,No,No,No,No,Yes,,,,Yes,No,Do not save,Never,Worsened,No,"Yes, have a lot of control over my financial situation",No,Seldom
40,Male,East,Nyagatare,Rural,No,No,Yes,No,No,No,No,No,No,No,No,No,,,,No,No,Do not save,On a monthly basis,Remained the same,No,Have control over my financial Situation,No,None of them
35,Female,East,Bugesera,Rural,No,No,No,No,No,No,No,No,No,No,No,Yes,,,,No,No,Do not save,On a monthly basis,Worsened,No,Have control over my financial Situation,No,Some of them
30,Female,South,Huye,Rural,No,No,No,No,No,No,No,No,No,Yes,No,No,,,,Yes,No,Always,On a monthly basis,Remained the same,Yes,"Yes, have a lot of control over my financial situation",Yes,None of them
17,Female,South,Nyaruguru,Rural,No,No,No,No,No,No,No,No,No,Yes,No,No,,,,Yes,No,Sometimes,On a monthly basis,Worsened,No,"Yes, have a lot of control over my financial situation",No,Seldom
43,Male,East,Bugesera,Urban,No,No,No,No,No,No,No,No,No,Yes,No,No,,,,Yes,Yes,Always,Rarely (less than 2 months),Improved,No,"Yes, have a lot of control over my financial situation",No,Some of them
30,Male,East,Gatsibo,Rural,No,No,No,No,Yes,No,No,No,No,No,No,No,,Yes,,No,No,Sometimes,On a monthly basis,Worsened,No,"Yes, have a lot of control over my financial situation",Yes,"Yes, most of them"
67,Female,North,Gakenke,Rural,No,No,No,No,No,Yes,No,No,No,No,No,No,,,No,No,Yes,Do not save,On a monthly basis,Worsened,No,"Yes, have a lot of control over my financial situation",No,None of them
68,Female,South,Muhanga,Rural,No,No,No,No,No,Yes,No,No,No,No,No,No,,,Yes,No,Yes,Sometimes,Rarely (less than 2 months),Worsened,No,Have some control over my financial Situation,No,Seldom
53,Male,North,Gicumbi,Rural,No,No,No,No,No,Yes,No,No,No,Yes,No,No,,,Yes,Yes,No,Sometimes,Someties (more than 2 months past 2 months),Remained the same,No,"Yes, have a lot of control over my financial situation",Yes,None of them
52,Female,South,Nyanza,Rural,No,No,Yes,No,No,No,No,No,No,No,No,No,,,,No,No,Sometimes,On a monthly basis,Worsened,No,"Yes, have a lot of control over my financial situation",No,Some of them
31,Female,East,Kayonza,Rural,No,No,No,No,No,No,No,No,No,No,No,Yes,,,,No,No,Do not save,Rarely (less than 2 months),Remained the same,No,Have no control over my financial situation,No,None of them
66,Female,North,Gicumbi,Rural,No,No,No,No,No,No,No,No,No,No,Yes,No,,,,Yes,No,Sometimes,Someties (more than 2 months past 2 months),Worsened,No,Have some control over my financial Situation,Yes,Seldom
24,Male,West,Nyabihu,Rural,No,No,No,No,No,No,No,No,No,No,No,Yes,,,,No,No,Sometimes,Rarely (less than 2 months),Worsened,No,"Yes, have a lot of control over my financial situation",No,Some of them
68,Male,North,Gicumbi,Rural,No,No,No,No,No,Yes,No,No,No,No,No,No,,,Yes,No,No,Sometimes,Rarely (less than 2 months),Improved,No,"Yes, have a lot of control over my financial situation",Yes,Seldom
40,Female,North,Gakenke,Rural,No,No,No,No,No,No,No,No,No,No,Yes,No,,,,Yes,No,Sometimes,On a monthly basis,Worsened,No,Have some control over my financial Situation,Yes,"Yes, most of them"
34,Female,North,Gicumbi,Urban,No,No,No,No,No,No,No,No,No,No,No,Yes,,,,No,No,Sometimes,On a monthly basis,Remained the same,No,"Yes, have a lot of control over my financial situation",No,Some of them
27,Male,West,Nyamasheke,Rural,No,No,No,No,No,Yes,No,No,No,Yes,No,No,,,Yes,Yes,No,Sometimes,On a monthly basis,Remained the same,No,"Yes, have a lot of control over my financial situation",Yes,Seldom
47,Male,South,Nyanza,Rural,No,No,No,No,No,Yes,No,No,No,Yes,No,No,,,No,Yes,No,Always,On a monthly basis,Worsened,No,"Yes, have a lot of control over my financial situation",No,Seldom
19,Male,North,Gakenke,Rural,No,No,No,No,No,No,No,No,No,Yes,No,No,,,,Yes,No,Sometimes,On a monthly basis,Improved,Yes,"Yes, have a lot of control over my financial situation",Yes,Seldom
80,Female,South,Nyanza,Rural,No,No,No,No,No,No,No,No,No,Yes,No,No,,,,Yes,No,Sometimes,On a monthly basis,Worsened,Yes,"Yes, have a lot of control over my financial situation",Yes,None of them
66,Female,East,Rwamagana,Rural,No,No,No,No,No,No,No,No,No,Yes,No,No,,,,No,No,Do not save,Never,Worsened,No,Have some control over my financial Situation,No,None of them
67,Female,North,Burera,Urban,No,No,No,No,No,No,No,No,No,Yes,No,No,,,,No,No,Sometimes,Rarely (less than 2 months),Worsened,No,"Yes, have a lot of control over my financial situation",Yes,"Yes, most of them"
42,Male,West,Ngororero,Urban,No,No,No,No,No,No,No,No,No,No,No,Yes,,,,No,No,Do not save,On a monthly basis,Remained the same,No,"Yes, have a lot of control over my financial situation",No,None of them
34,Female,West,Rubavu,Rural,No,No,No,No,No,No,No,No,No,Yes,No,No,,,,No,No,Do not save,Rarely (less than 2 months),Worsened,No,Have scarce control over my financial situation,No,None of them
60,Female,West,Rubavu,Rural,No,No,No,No,No,No,No,No,No,No,No,Yes,,,,No,No,Sometimes,Rarely (less than 2 months),Remained the same,No,Have control over my financial Situation,Yes,Some of them
40,Female,North,Rulindo,Rural,No,No,No,No,No,No,No,No,No,Yes,No,No,,,,Yes,No,Sometimes,Someties (more than 2 months past 2 months),Worsened,No,"Yes, have a lot of control over my financial situation",Yes,Some of them
86,Male,West,Ngororero,Rural,No,No,No,No,No,No,No,No,No,No,No,Yes,,,,No,No,Do not save,Never,Worsened,No,Have scarce control over my financial situation,No,None of them
